,Song Name,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instramentalness,Liveness,Valence,Tempo,Type,ID,URI,Track Href,Analysis URL,Duration (ms),Time Signature
27,South of the Border (feat. Camila Cabello & Cardi B),0.857,0.621,9,-6.376,0,0.0824,0.148,0.0,0.0865,0.668,97.986,audio_features,4vUmTMuQqjdnvlZmAH61Qk,spotify:track:4vUmTMuQqjdnvlZmAH61Qk,https://api.spotify.com/v1/tracks/4vUmTMuQqjdnvlZmAH61Qk,https://api.spotify.com/v1/audio-analysis/4vUmTMuQqjdnvlZmAH61Qk,204467,4
28,You should be sad,0.591,0.585,2,-6.35,1,0.0277,0.143,0.0,0.109,0.324,110.94,audio_features,2usxQITOSDqvkYiI0oIwao,spotify:track:2usxQITOSDqvkYiI0oIwao,https://api.spotify.com/v1/tracks/2usxQITOSDqvkYiI0oIwao,https://api.spotify.com/v1/audio-analysis/2usxQITOSDqvkYiI0oIwao,205473,4
29,How Do You Sleep?,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,audio_features,6b2RcmUt1g9N9mQ3CbjX2Y,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y,https://api.spotify.com/v1/tracks/6b2RcmUt1g9N9mQ3CbjX2Y,https://api.spotify.com/v1/audio-analysis/6b2RcmUt1g9N9mQ3CbjX2Y,202205,5
30,Sunflower - Spider-Man: Into the Spider-Verse,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,audio_features,0RiRZpuVRbi7oqRdSMwhQY,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,https://api.spotify.com/v1/tracks/0RiRZpuVRbi7oqRdSMwhQY,https://api.spotify.com/v1/audio-analysis/0RiRZpuVRbi7oqRdSMwhQY,157560,4
31,Takeaway,0.528,0.511,3,-8.144,1,0.0324,0.126,0.0,0.101,0.351,100.1,audio_features,3g0mEQx3NTanacLseoP0Gw,spotify:track:3g0mEQx3NTanacLseoP0Gw,https://api.spotify.com/v1/tracks/3g0mEQx3NTanacLseoP0Gw,https://api.spotify.com/v1/audio-analysis/3g0mEQx3NTanacLseoP0Gw,209880,4
32,HIGHEST IN THE ROOM,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,audio_features,3eekarcy7kvN4yt5ZFzltW,spotify:track:3eekarcy7kvN4yt5ZFzltW,https://api.spotify.com/v1/tracks/3eekarcy7kvN4yt5ZFzltW,https://api.spotify.com/v1/audio-analysis/3eekarcy7kvN4yt5ZFzltW,175721,4
33,Before You Go,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,audio_features,2gMXnyrvIjhVBUZwvLZDMP,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,https://api.spotify.com/v1/tracks/2gMXnyrvIjhVBUZwvLZDMP,https://api.spotify.com/v1/audio-analysis/2gMXnyrvIjhVBUZwvLZDMP,215107,4
34,Adore You,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,audio_features,3jjujdWJ72nww5eGnfs2E7,spotify:track:3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/tracks/3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/audio-analysis/3jjujdWJ72nww5eGnfs2E7,207133,4
35,No Idea,0.656,0.614,6,-4.973,0,0.102,0.558,0.000862,0.215,0.35,128.038,audio_features,3VyjsVV24RmBIbWJAeUJNu,spotify:track:3VyjsVV24RmBIbWJAeUJNu,https://api.spotify.com/v1/tracks/3VyjsVV24RmBIbWJAeUJNu,https://api.spotify.com/v1/audio-analysis/3VyjsVV24RmBIbWJAeUJNu,153750,4
36,Call You Mine,0.585,0.696,4,-5.6,0,0.0307,0.204,0.0,0.344,0.522,104.01,audio_features,2oejEp50ZzPuQTQ6v54Evp,spotify:track:2oejEp50ZzPuQTQ6v54Evp,https://api.spotify.com/v1/tracks/2oejEp50ZzPuQTQ6v54Evp,https://api.spotify.com/v1/audio-analysis/2oejEp50ZzPuQTQ6v54Evp,217640,4
37,Ride It,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,audio_features,2tnVG71enUj33Ic2nFN6kZ,spotify:track:2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/tracks/2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/audio-analysis/2tnVG71enUj33Ic2nFN6kZ,157606,4
38,Happier,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,audio_features,2dpaYNEQHiRxtZbfNsse99,spotify:track:2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/tracks/2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99,214290,4
39,Tender Love (feat. DJ Maphorisa & Kabza De Small),0.845,0.394,10,-14.365,0,0.055,0.00591,0.312,0.054,0.447,113.015,audio_features,7ckWQdFniRR7CNsIA1VIML,spotify:track:7ckWQdFniRR7CNsIA1VIML,https://api.spotify.com/v1/tracks/7ckWQdFniRR7CNsIA1VIML,https://api.spotify.com/v1/audio-analysis/7ckWQdFniRR7CNsIA1VIML,444475,4
40,Goodbyes (feat. Young Thug),0.548,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.068,audio_features,0t3ZvGKlmYmVsDzBJAXK8C,spotify:track:0t3ZvGKlmYmVsDzBJAXK8C,https://api.spotify.com/v1/tracks/0t3ZvGKlmYmVsDzBJAXK8C,https://api.spotify.com/v1/audio-analysis/0t3ZvGKlmYmVsDzBJAXK8C,174853,4
41,Ballin' (with Roddy Ricch),0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008,audio_features,3QzAOrNlsabgbMwlZt7TAY,spotify:track:3QzAOrNlsabgbMwlZt7TAY,https://api.spotify.com/v1/tracks/3QzAOrNlsabgbMwlZt7TAY,https://api.spotify.com/v1/audio-analysis/3QzAOrNlsabgbMwlZt7TAY,180435,4
42,Phoyisa,0.84,0.662,1,-11.583,1,0.072,0.317,0.0132,0.137,0.205,114.011,audio_features,0HfH8qGXIbl1l2h7IW5Jfh,spotify:track:0HfH8qGXIbl1l2h7IW5Jfh,https://api.spotify.com/v1/tracks/0HfH8qGXIbl1l2h7IW5Jfh,https://api.spotify.com/v1/audio-analysis/0HfH8qGXIbl1l2h7IW5Jfh,356414,4
43,Heartless,0.531,0.75,10,-5.831,0,0.111,0.00632,7.6e-05,0.117,0.198,169.954,audio_features,57vxBYXtHMk6H1aD29V7PU,spotify:track:57vxBYXtHMk6H1aD29V7PU,https://api.spotify.com/v1/tracks/57vxBYXtHMk6H1aD29V7PU,https://api.spotify.com/v1/audio-analysis/57vxBYXtHMk6H1aD29V7PU,200080,4
44,Youngblood,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,audio_features,2iUXsYOEPhVqEBwsqP70rE,spotify:track:2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,203418,4
45,Higher Love,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,audio_features,6oJ6le65B3SEqPwMRNXWjY,spotify:track:6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/tracks/6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/audio-analysis/6oJ6le65B3SEqPwMRNXWjY,228267,4
46,Up All Night,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989,audio_features,1mpD5Q8IM32I4bF6eCpU74,spotify:track:1mpD5Q8IM32I4bF6eCpU74,https://api.spotify.com/v1/tracks/1mpD5Q8IM32I4bF6eCpU74,https://api.spotify.com/v1/audio-analysis/1mpD5Q8IM32I4bF6eCpU74,157220,4
47,Own It (feat. Ed Sheeran & Burna Boy),0.817,0.781,7,-4.178,0,0.112,0.00838,5.21e-06,0.123,0.359,104.0,audio_features,4QPEwDdOMhY7rNS05mTyMR,spotify:track:4QPEwDdOMhY7rNS05mTyMR,https://api.spotify.com/v1/tracks/4QPEwDdOMhY7rNS05mTyMR,https://api.spotify.com/v1/audio-analysis/4QPEwDdOMhY7rNS05mTyMR,216707,4
48,Look At Her Now,0.753,0.564,10,-7.908,0,0.252,0.114,0.0273,0.359,0.55,77.342,audio_features,7eOkHIcaoUhngxxypM5Ajr,spotify:track:7eOkHIcaoUhngxxypM5Ajr,https://api.spotify.com/v1/tracks/7eOkHIcaoUhngxxypM5Ajr,https://api.spotify.com/v1/audio-analysis/7eOkHIcaoUhngxxypM5Ajr,162596,5
49,Futsal Shuffle 2020,0.881,0.457,7,-8.191,0,0.156,0.0327,0.0,0.231,0.296,136.97,audio_features,2Ec33AVlkTTq8BHFgBTdQs,spotify:track:2Ec33AVlkTTq8BHFgBTdQs,https://api.spotify.com/v1/tracks/2Ec33AVlkTTq8BHFgBTdQs,https://api.spotify.com/v1/audio-analysis/2Ec33AVlkTTq8BHFgBTdQs,198913,4
